GEOID,county,Pop,White,Black,Asian,Hispanic
48251130501,251,3579,90.58,0.0,0.14,8.05
48251130502,251,3803,83.91,0.0,0.0,11.67
48251130602,251,2728,87.06,5.39,0.7,5.94
48251130603,251,5509,88.69,0.0,0.0,10.31
48251130604,251,2529,80.86,0.59,0.51,15.94
48251130700,251,4429,59.25,3.64,3.14,32.58
48251130800,251,4310,40.95,4.48,0.39,48.4
48251130900,251,3718,28.27,7.1,0.0,63.69
48251131000,251,4678,88.03,0.92,0.0,9.06
48251131100,251,5623,61.91,6.19,1.1,28.45
48257050204,257,8092,45.87,23.23,6.27,24.37
48257050207,257,6186,47.48,24.56,2.88,23.12
48257050208,257,5233,66.83,9.38,0.0,23.33
48257050209,257,7253,59.34,16.38,4.67,16.09
48257050210,257,2097,78.02,7.87,0.0,13.26
48257050211,257,6833,35.02,25.2,3.61,34.27
48257050212,257,4262,74.85,7.93,1.71,14.43
